Recency,Frequency,Monetary,Segment
13,2,411.41,Occasional
1,16,4777.18,Active valuable
0,41,16225.39,Active valuable
119,3,1044.32,Occasional
60,1,499.32,Occasional
2,15,7616.53,Active valuable
2,1,3861.0,Occasional
10,3,1079.61,Occasional
91,2,193.64,Occasional
58,4,1268.7,Occasional
86,5,1236.54,Occasional
25,6,1827.8,Occasional
356,1,316.58,Churned
84,2,653.24,Occasional
9,4,420.3,Occasional
0,5,870.12,Occasional
224,1,331.18,Churned
59,2,894.4100000000001,Occasional
240,1,101.8,Churned
318,2,328.35,Churned
1,8,1661.44,Occasional
46,3,734.94,Occasional
87,1,96.6,Occasional
10,11,5756.89,Occasional
175,1,305.75,Churned
51,6,1778.96,Occasional
365,1,403.25,Churned
318,1,585.0,Churned
225,2,755.75,Churned
357,2,322.08,Churned
233,1,409.4,Churned
310,1,154.41,Churned
36,5,1219.4,Occasional
65,4,3386.71,Occasional
238,2,429.6,Churned
112,2,612.06,Occasional
276,1,197.0,Churned
217,12,2247.51,Churned
298,1,321.05,Churned
1,4,1412.32,Occasional
28,3,1071.99,Occasional
9,2,780.59,Occasional
44,5,1706.57,Occasional
66,8,1756.44,Occasional
73,1,316.68,Occasional
64,2,631.57,Occasional
133,3,2515.84,Occasional
237,2,514.15,Churned
121,1,356.0,Occasional
31,13,6688.46,Occasional
8,11,10484.99,Occasional
35,2,740.78,Occasional
15,5,918.2,Occasional
126,1,300.36,Occasional
66,1,890.85,Occasional
148,1,98.45,Churned
282,1,317.15,Churned
168,2,623.16,Churned
99,7,1810.77,Occasional
134,1,254.82,Occasional
323,1,178.95000000000002,Churned
106,1,156.51,Occasional
63,1,393.74,Occasional
150,2,1506.12,Churned
337,1,119.3,Churned
21,5,1717.36,Occasional
23,1,408.8,Occasional
15,7,2379.49,Occasional
6,15,2493.34,Active valuable
56,2,721.94,Occasional
3,2,716.57,Occasional
37,1,615.14,Occasional
65,1,128.63,Occasional
46,1,255.9,Occasional
354,1,290.51,Churned
171,1,113.12,Churned
58,9,2332.15,Occasional
49,1,240.55,Occasional
21,2,486.69,Occasional
42,5,2306.52,Occasional
28,3,939.78,Occasional
4,18,7943.22,Active valuable
25,15,4668.3,Active valuable
200,1,178.39,Churned
50,6,3672.86,Occasional
9,3,641.94,Occasional
1,12,4799.9,Occasional
66,7,4507.01,Occasional
63,1,496.44,Occasional
50,12,5049.95,Occasional
289,1,574.02,Churned
60,8,694.4,Occasional
63,3,1174.35,Occasional
95,1,205.3,Occasional
273,1,310.47,Churned
0,91,60632.75,VIP
74,4,924.85,Occasional
109,1,52.0,Occasional
198,1,327.97,Churned
63,2,570.5,Occasional
326,1,165.0,Churned
3,1,312.62,Occasional
283,1,204.5,Churned
43,1,267.13,Occasional
70,3,2748.31,Occasional
85,1,679.68,Occasional
103,1,161.74,Occasional
333,1,311.71,Churned
52,1,208.75,Occasional
38,3,1049.7,Occasional
31,2,714.9599999999999,Occasional
365,4,1661.06,Churned
207,1,1028.56,Churned
156,3,350.82,Churned
53,1,170.22,Occasional
65,2,574.07,Occasional
80,1,2020.52,Occasional
129,1,406.09,Occasional
86,1,364.5,Occasional
0,3,563.94,Occasional
45,1,393.54,Occasional
332,1,252.42,Churned
365,1,201.6,Churned
71,1,158.04,Occasional
157,2,463.91,Churned
372,1,115.65,Churned
11,7,1934.66,Occasional
254,2,770.12,Churned
28,2,277.05,Occasional
30,10,2718.03,Occasional
4,22,8347.2,Active valuable
39,1,427.93,Occasional
361,1,418.92,Churned
372,1,326.0,Churned
95,2,913.19,Occasional
25,7,2314.32,Occasional
74,2,602.51,Occasional
56,4,1877.59,Occasional
20,1,446.94000000000005,Occasional
40,7,2386.05,Occasional
136,1,2007.4,Occasional
7,12,2415.91,Occasional
128,1,168.0,Occasional
39,3,1221.56,Occasional
168,7,3703.29,Churned
8,5,1690.26,Occasional
213,2,596.85,Churned
14,6,5955.71,Occasional
169,2,642.41,Churned
39,1,316.88,Occasional
185,1,394.14,Churned
269,1,140.54,Churned
171,1,500.0,Churned
4,4,1535.53,Occasional
15,2,231.86,Occasional
9,4,2183.54,Occasional
325,1,107.45,Churned
112,1,288.18,Occasional
289,1,94.0,Churned
15,2,1345.53,Occasional
0,3,815.77,Occasional
91,5,716.2,Occasional
148,2,626.77,Churned
188,1,349.1,Churned
30,2,510.71,Occasional
33,4,1046.74,Occasional
263,1,267.18,Churned
83,8,3450.84,Occasional
25,4,1348.93,Occasional
170,1,190.53,Churned
9,3,774.9000000000001,Occasional
312,1,559.61,Churned
64,4,3984.32,Occasional
84,1,508.8,Occasional
24,1,135.86,Occasional
58,4,950.36,Occasional
322,2,97.7,Churned
37,1,43.5,Occasional
253,2,383.34,Churned
18,5,1404.07,Occasional
32,3,1430.54,Occasional
14,1,93.78,Occasional
26,2,397.35,Occasional
22,1,171.19000000000003,Occasional
213,2,533.3,Churned
7,5,1041.48,Occasional
21,1,149.29,Occasional
11,3,1067.75,Occasional
261,1,200.16,Churned
130,1,156.57999999999998,Occasional
54,3,383.68,Occasional
248,1,594.0,Churned
1,7,3213.59,Occasional
8,2,1411.21,Occasional
263,1,113.5,Churned
330,1,155.17000000000002,Churned
312,1,494.64,Churned
25,3,974.52,Occasional
29,1,429.84,Occasional
29,3,528.48,Occasional
1,7,1371.77,Occasional
361,1,179.1,Churned
282,3,434.59,Churned
261,1,237.07,Churned
24,1,161.64,Occasional
353,1,214.26,Churned
93,3,234.6,Occasional
28,1,126.14,Occasional
337,1,1044.65,Churned
19,18,7354.62,Active valuable
84,1,334.53,Occasional
8,3,524.88,Occasional
50,2,467.51,Occasional
49,2,538.55,Occasional
1,1,454.48,Occasional
112,1,371.56,Occasional
13,7,1771.2,Occasional
76,1,454.11,Occasional
39,2,1399.92,Occasional
115,1,905.5,Occasional
15,12,10879.76,Active valuable
160,4,225.26,Churned
0,4,3590.41,Occasional
29,3,2564.5,Occasional
92,1,91.32,Occasional
22,3,1134.28,Occasional
94,6,3100.09,Occasional
27,2,659.46,Occasional
32,5,1953.41,Occasional
20,2,1280.58,Occasional
17,2,1262.2,Occasional
2,27,13316.4,Active valuable
7,4,1131.56,Occasional
15,12,10384.93,Active valuable
362,1,141.04,Churned
80,1,52.83,Occasional
52,5,3610.96,Occasional
22,3,972.08,Occasional
171,1,475.86,Churned
188,6,1000.27,Churned
330,1,250.0,Churned
11,5,900.53,Occasional
155,2,121.0,Churned
32,19,14758.22,Active valuable
11,11,4023.72,Occasional
44,3,62.43,Occasional
232,1,267.03,Churned
63,8,1921.55,Occasional
1,1,343.5,Occasional
39,8,3000.2,Occasional
32,2,397.99,Occasional
83,1,412.0100000000001,Occasional
24,1,440.0,Occasional
1,3,734.37,Occasional
32,2,148.44,Occasional
18,8,2428.53,Occasional
253,1,229.33,Churned
22,11,3962.6,Occasional
21,4,1497.31,Occasional
7,2,1972.39,Occasional
24,4,1564.73,Occasional
18,3,807.57,Occasional
172,4,502.9,Churned
162,1,110.92,Churned
6,1,538.46,Occasional
10,1,213.3,Occasional
113,1,85.13000000000001,Occasional
287,1,127.86,Churned
8,9,3546.71,Occasional
53,2,288.97,Occasional
6,14,4910.6,Active valuable
76,3,1681.46,Occasional
3,4,575.63,Occasional
36,1,436.06,Occasional
216,1,90.12,Churned
59,1,428.93,Occasional
277,1,217.2,Churned
11,16,4794.86,Active valuable
23,1,279.77,Occasional
28,1,468.91,Occasional
11,4,800.5899999999999,Occasional
351,1,134.55,Churned
21,4,1400.44,Occasional
49,2,173.16000000000005,Occasional
18,1,186.01,Occasional
2,3,758.29,Occasional
103,5,1375.71,Occasional
6,12,4148.82,Occasional
11,4,650.4300000000001,Occasional
4,7,2533.42,Occasional
31,2,591.1899999999999,Occasional
177,4,675.64,Churned
37,1,921.37,Occasional
150,3,258.88,Churned
161,1,127.1,Churned
68,2,327.6,Occasional
120,13,3675.77,Occasional
24,3,682.9100000000001,Occasional
23,4,720.86,Occasional
176,1,455.3,Churned
49,4,913.68,Occasional
255,3,478.53,Churned
46,1,388.58,Occasional
70,1,199.8,Occasional
15,5,1771.78,Occasional
100,5,1406.59,Occasional
34,1,324.57,Occasional
52,1,240.68,Occasional
26,2,761.74,Occasional
10,14,6776.56,Active valuable
7,9,1297.87,Occasional
78,1,48.48,Occasional
51,1,216.39,Occasional
35,5,1198.23,Occasional
60,9,2920.16,Occasional
336,1,104.76,Churned
27,4,1093.68,Occasional
183,1,298.48,Churned
51,1,112.46,Occasional
9,13,1591.45,Occasional
35,2,195.15,Occasional
9,23,10399.74,Active valuable
32,4,776.851,Occasional
10,1,336.4,Occasional
56,3,1553.18,Occasional
3,4,1293.03,Occasional
42,9,3709.56,Occasional
140,1,301.03000000000003,Occasional
116,4,588.13,Occasional
103,4,1534.26,Occasional
74,2,675.8,Occasional
4,9,2870.24,Occasional
44,2,1186.35,Occasional
15,8,3285.31,Occasional
16,1,243.55,Occasional
89,2,724.76,Occasional
52,1,223.36,Occasional
133,1,425.32,Occasional
3,15,12416.11,Active valuable
104,4,1887.2,Occasional
191,3,664.0,Churned
165,4,803.54,Churned
18,1,612.01,Occasional
157,3,447.64,Churned
203,2,639.5,Churned
335,2,816.0,Churned
36,3,646.3,Occasional
90,1,337.74,Occasional
92,2,877.44,Occasional
8,2,922.53,Occasional
242,1,560.6700000000001,Churned
44,4,748.5,Occasional
22,1,30.0,Occasional
189,5,1024.1,Churned
43,1,306.45,Occasional
24,9,1600.86,Occasional
316,2,309.8,Churned
105,1,138.14,Occasional
50,1,386.43,Occasional
167,2,2222.21,Churned
39,1,301.32000000000005,Occasional
217,1,76.32000000000001,Churned
39,4,684.34,Occasional
296,1,173.05,Churned
18,7,2657.13,Occasional
87,4,2726.23,Occasional
72,5,2446.6,Occasional
80,3,323.69,Occasional
18,3,3435.76,Occasional
48,1,657.23,Occasional
52,1,352.7,Occasional
23,4,781.28,Occasional
8,3,1333.68,Occasional
24,5,1426.16,Occasional
116,1,193.75,Occasional
8,9,2993.1,Occasional
119,2,254.1,Occasional
3,2,239.76,Occasional
251,1,136.8,Churned
27,1,191.04,Occasional
0,14,6479.4,Active valuable
266,2,409.98,Churned
32,8,2711.11,Occasional
17,1,309.65,Occasional
171,2,696.68,Churned
1,4,1529.0,Occasional
264,1,211.5,Churned
139,4,2293.62,Occasional
200,1,143.1,Churned
63,4,1060.56,Occasional
34,4,916.98,Occasional
40,7,3235.25,Occasional
283,1,133.25,Churned
8,5,1072.36,Occasional
142,2,356.7,Occasional
11,2,330.03000000000003,Occasional
145,4,1101.11,Occasional
233,1,150.3,Churned
32,13,5030.07,Occasional
23,1,598.73,Occasional
11,1,471.4,Occasional
35,5,2211.21,Occasional
364,1,190.7,Churned
200,2,218.25,Churned
14,1,415.25,Occasional
16,7,5159.06,Occasional
212,1,85.0,Churned
65,3,1120.88,Occasional
211,2,294.12,Churned
282,1,162.3,Churned
114,2,1339.45,Occasional
14,8,1188.12,Occasional
18,16,4812.42,Active valuable
65,1,449.12,Occasional
48,1,154.88,Occasional
15,4,775.96,Occasional
77,1,34.8,Occasional
18,4,1094.59,Occasional
133,1,196.88,Occasional
12,3,946.64,Occasional
39,1,144.36,Occasional
234,3,44534.3,Active valuable
2,8,2463.05,Occasional
39,7,2626.6,Occasional
304,1,79.2,Churned
50,3,458.57,Occasional
9,6,2364.25,Occasional
60,4,528.01,Occasional
65,2,714.42,Occasional
24,1,205.25,Occasional
217,3,253.04,Churned
64,2,583.75,Occasional
31,2,1086.92,Occasional
87,6,3279.9700000000003,Occasional
63,1,315.06,Occasional
115,3,621.83,Occasional
6,26,56252.72,Active valuable
5,1,635.6800000000001,Occasional
68,1,270.8,Occasional
244,1,104.9,Churned
132,1,241.62,Occasional
240,4,1047.11,Churned
183,3,475.28,Churned
24,3,345.46000000000004,Occasional
9,3,2614.74,Occasional
10,1,246.3,Occasional
32,5,2328.9700000000003,Occasional
45,3,4919.0,Occasional
25,3,933.26,Occasional
357,1,351.3,Churned
9,1,218.75,Occasional
43,2,1612.69,Occasional
14,3,965.61,Occasional
149,1,610.01,Churned
0,8,2708.61,Occasional
112,4,2207.4,Occasional
75,3,884.14,Occasional
106,2,696.89,Occasional
45,3,1063.95,Occasional
142,1,451.42,Churned
50,1,415.8200000000001,Occasional
0,13,4206.39,Occasional
22,17,5488.18,Active valuable
45,3,784.58,Occasional
49,3,903.9,Occasional
305,4,3651.27,Churned
35,5,515.77,Occasional
78,4,1391.98,Occasional
21,6,2218.62,Occasional
106,5,1801.14,Occasional
207,2,1303.91,Churned
16,4,1945.33,Occasional
63,5,2100.6,Occasional
48,4,1905.45,Occasional
319,1,206.98,Churned
43,2,570.96,Occasional
2,2,885.47,Occasional
371,1,15.0,Churned
171,1,532.94,Churned
55,3,1654.31,Occasional
72,14,1836.09,Occasional
98,2,636.14,Occasional
37,1,576.0,Occasional
57,3,794.64,Occasional
253,1,836.79,Churned
69,4,2225.15,Occasional
43,4,954.09,Occasional
49,1,137.37,Occasional
64,1,391.98,Occasional
10,19,33643.08,Active valuable
32,3,1048.49,Occasional
58,2,355.56,Occasional
72,4,1224.06,Occasional
303,1,118.95,Churned
45,1,130.73999999999998,Occasional
17,8,3711.77,Occasional
37,2,389.27,Occasional
18,2,234.88,Occasional
186,2,160.71,Churned
51,1,110.8,Occasional
3,12,2969.12,Occasional
136,5,712.24,Occasional
3,27,16143.64,Active valuable
18,1,297.0,Occasional
15,5,1427.57,Occasional
40,8,965.16,Occasional
11,8,3146.92,Occasional
7,4,832.88,Occasional
25,2,68.84,Occasional
21,6,1936.32,Occasional
40,3,895.13,Occasional
100,1,211.89,Occasional
4,15,3810.14,Active valuable
276,2,149.64,Churned
32,1,351.44,Occasional
14,2,316.25,Occasional
63,7,4405.88,Occasional
1,2,490.33,Occasional
368,1,329.03,Churned
311,5,501.39,Churned
198,4,516.36,Churned
1,2,396.48,Occasional
92,3,379.35,Occasional
59,1,181.09,Occasional
80,1,168.31,Occasional
156,2,420.07,Churned
226,1,511.68,Churned
252,2,258.25,Churned
149,1,179.17,Churned
193,2,208.59,Churned
0,5,1383.83,Occasional
368,1,56.25,Churned
23,1,337.28000000000003,Occasional
16,3,351.73,Occasional
9,7,5126.76,Occasional
7,1,164.68,Occasional
19,7,1567.69,Occasional
3,3,882.72,Occasional
173,1,191.94,Churned
0,8,1228.88,Occasional
177,2,264.62,Churned
15,8,1502.86,Occasional
247,1,123.1,Churned
190,2,334.23,Churned
19,2,525.69,Occasional
153,4,167.5,Churned
172,1,323.03000000000003,Churned
372,1,369.5,Churned
372,1,127.08,Churned
193,1,207.15,Churned
66,1,426.63,Occasional
3,8,2495.87,Occasional
20,3,1107.46,Occasional
238,2,416.86,Churned
63,1,145.35000000000002,Occasional
111,5,404.58,Occasional
89,15,6115.01,Active valuable
310,1,35.8,Churned
133,1,337.44,Occasional
276,1,325.1,Churned
364,1,181.0,Churned
82,1,1708.24,Occasional
7,2,955.24,Occasional
16,2,364.72,Occasional
31,4,1744.71,Occasional
8,2,708.22,Occasional
33,4,781.91,Occasional
14,8,1657.28,Occasional
23,14,4416.26,Occasional
31,1,428.89,Occasional
73,1,104.35,Occasional
19,2,470.76,Occasional
16,4,808.87,Occasional
22,2,397.68,Occasional
2,3,666.1,Occasional
303,1,314.1,Churned
17,12,4199.85,Occasional
366,1,307.82000000000005,Churned
38,7,3442.15,Occasional
83,1,371.01,Occasional
164,2,427.64,Churned
16,2,1054.73,Occasional
76,1,1098.78,Occasional
88,3,2398.86,Occasional
24,8,3408.48,Occasional
21,4,1465.12,Occasional
2,10,2780.63,Occasional
122,2,1142.42,Occasional
29,1,168.12,Occasional
11,7,1432.77,Occasional
18,1,156.78,Occasional
43,2,792.11,Occasional
3,1,41.99,Occasional
8,7,2777.67,Occasional
54,1,414.27,Occasional
87,6,1032.58,Occasional
36,5,3080.22,Occasional
2,3,12393.7,Occasional
29,5,2735.37,Occasional
11,4,578.71,Occasional
210,1,101.4,Churned
47,4,1693.81,Occasional
23,3,478.78,Occasional
21,4,972.11,Occasional
245,3,392.4,Churned
7,16,3352.96,Active valuable
34,3,1415.29,Occasional
3,47,37130.6,Active valuable
37,3,646.83,Occasional
3,3,704.55,Occasional
2,8,1465.51,Occasional
46,1,211.88,Occasional
38,2,408.9,Occasional
46,9,3786.24,Occasional
16,3,851.01,Occasional
259,1,602.63,Churned
45,3,719.81,Occasional
11,1,251.03,Occasional
29,1,439.66,Occasional
42,1,236.09,Occasional
91,6,934.62,Occasional
38,63,80850.84,VIP
309,1,331.24,Churned
91,2,547.9,Occasional
5,20,8778.82,Active valuable
195,3,437.7000000000001,Churned
86,2,758.9200000000001,Occasional
269,3,855.02,Churned
7,3,471.78,Occasional
64,3,1313.55,Occasional
30,3,3166.4,Occasional
21,5,1177.47,Occasional
37,4,773.99,Occasional
119,4,1340.7,Occasional
372,2,256.44,Churned
39,3,1074.81,Occasional
173,1,137.9,Churned
53,1,362.06,Occasional
32,2,1511.95,Occasional
144,1,783.9,Churned
220,1,134.8,Churned
44,1,650.75,Occasional
15,7,2263.12,Occasional
65,6,1453.16,Occasional
9,4,1153.62,Occasional
259,1,335.32,Churned
364,1,367.14,Churned
16,5,1521.04,Occasional
21,2,852.15,Occasional
44,1,326.24,Occasional
287,1,584.3199999999999,Churned
296,1,122.4,Churned
2,10,2234.73,Occasional
283,1,79.2,Churned
16,3,1352.0,Occasional
81,2,217.16,Occasional
55,5,2799.42,Occasional
100,2,1317.62,Occasional
298,1,436.18,Churned
22,5,981.51,Occasional
58,5,1121.39,Occasional
154,2,315.06,Churned
114,3,817.86,Occasional
106,1,17.0,Occasional
11,4,1078.23,Occasional
263,1,320.62,Churned
239,1,185.05,Churned
87,7,2005.63,Occasional
49,3,731.9,Occasional
70,1,1290.7,Occasional
41,3,1842.14,Occasional
6,6,1429.64,Occasional
61,1,298.21,Occasional
248,1,336.96,Churned
65,1,108.38,Occasional
17,7,3204.1600000000003,Occasional
84,1,842.5,Occasional
218,2,611.88,Churned
44,3,1320.95,Occasional
142,4,195.74,Occasional
182,1,161.38,Churned
170,1,135.75000000000003,Churned
9,8,1660.88,Occasional
211,1,612.78,Churned
189,1,232.21,Churned
7,2,423.36,Occasional
58,4,1309.14,Occasional
56,2,854.66,Occasional
72,4,684.42,Occasional
51,1,307.78000000000003,Occasional
316,1,249.0,Churned
366,1,289.35,Churned
28,4,6287.77,Occasional
38,1,656.25,Occasional
17,5,1880.22,Occasional
51,6,3506.54,Occasional
3,33,14589.04,Active valuable
21,2,618.09,Occasional
262,1,517.55,Churned
59,3,709.38,Occasional
18,3,635.4100000000001,Occasional
65,2,725.1800000000001,Occasional
87,1,620.4,Occasional
249,1,535.34,Churned
2,6,2424.94,Occasional
246,1,175.2,Churned
8,11,3799.49,Occasional
156,3,734.13,Churned
133,1,375.0,Occasional
295,1,76.32000000000001,Churned
4,2,280.52,Occasional
42,5,2053.02,Occasional
268,1,1829.04,Churned
49,5,1824.23,Occasional
8,9,3092.04,Occasional
15,3,656.69,Occasional
281,1,348.2,Churned
64,2,1025.44,Occasional
1,19,5533.67,Active valuable
251,1,37.4,Churned
231,2,856.6,Churned
16,3,822.48,Occasional
10,27,3787.6,Active valuable
7,4,1822.97,Occasional
50,6,1885.05,Occasional
58,1,73.19999999999999,Occasional
94,5,1140.21,Occasional
15,6,1418.32,Occasional
125,3,1009.55,Occasional
93,4,1037.59,Occasional
49,1,331.95,Occasional
137,1,197.9,Occasional
60,1,215.83,Occasional
99,8,10254.18,Occasional
72,1,305.54,Occasional
71,4,6617.65,Occasional
66,1,338.71000000000004,Occasional
63,6,1158.79,Occasional
16,2,529.41,Occasional
22,12,4006.94,Occasional
31,15,6911.4400000000005,Active valuable
44,4,981.86,Occasional
15,2,215.48,Occasional
39,1,215.08,Occasional
2,13,5180.52,Occasional
236,1,314.45,Churned
74,1,400.681,Occasional
3,2,1068.87,Occasional
2,4,1863.47,Occasional
360,1,365.27,Churned
58,4,592.9,Occasional
22,1,384.18,Occasional
30,4,757.63,Occasional
54,4,537.0600000000001,Occasional
24,1,394.38,Occasional
44,2,664.26,Occasional
88,5,2262.62,Occasional
1,18,21086.3,Active valuable
88,1,547.02,Occasional
18,2,690.34,Occasional
78,1,159.0,Occasional
170,3,1062.75,Churned
80,1,242.35,Occasional
266,1,914.93,Churned
234,2,304.25,Churned
29,7,3084.68,Occasional
36,3,860.86,Occasional
317,1,773.55,Churned
56,4,1295.3,Occasional
44,5,1096.32,Occasional
202,3,255.12,Churned
224,1,314.22,Churned
86,2,1010.6,Occasional
189,2,542.03,Churned
43,4,990.88,Occasional
70,3,536.6800000000001,Occasional
40,5,867.3100000000001,Occasional
77,1,432.2,Occasional
56,2,414.2,Occasional
23,2,3718.8,Occasional
9,13,2590.31,Occasional
7,7,3579.86,Occasional
33,2,409.1,Occasional
211,2,1522.75,Churned
23,3,1413.66,Occasional
169,1,114.56,Churned
61,1,152.94,Occasional
52,5,1800.07,Occasional
260,2,389.44,Churned
66,2,3683.86,Occasional
16,8,2619.91,Occasional
266,1,752.4300000000001,Churned
176,1,46.95,Churned
44,5,5203.51,Occasional
50,1,1035.45,Occasional
16,4,728.54,Occasional
8,9,5447.0,Occasional
73,7,861.89,Occasional
70,2,667.65,Occasional
352,1,1141.24,Churned
2,5,1404.64,Occasional
116,1,411.7,Occasional
372,1,351.75,Churned
196,1,559.87,Churned
176,1,810.6,Churned
99,1,566.38,Occasional
20,3,1502.78,Occasional
71,1,2062.06,Occasional
339,1,168.3,Churned
5,5,1570.81,Occasional
30,2,812.68,Occasional
169,1,142.5,Churned
121,1,302.25,Occasional
21,10,2248.99,Occasional
9,4,1328.55,Occasional
268,1,301.9,Churned
22,3,598.2,Occasional
126,1,233.22,Occasional
25,3,5360.63,Occasional
138,1,361.22,Occasional
213,6,632.27,Churned
37,4,2560.0,Occasional
105,2,706.57,Occasional
17,2,616.26,Occasional
2,2,274.15000000000003,Occasional
330,1,226.37,Churned
63,8,2938.91,Occasional
119,3,1341.65,Occasional
34,1,328.15000000000003,Occasional
217,1,404.4,Churned
171,2,1038.46,Churned
71,5,373.65,Occasional
0,2,326.75,Occasional
195,1,207.50000000000003,Churned
127,3,408.59,Occasional
46,3,594.24,Occasional
5,14,3039.2200000000003,Occasional
13,6,3820.27,Occasional
17,3,251.91,Occasional
27,7,1582.8,Occasional
7,22,26626.8,Active valuable
36,1,151.05,Occasional
156,1,214.8,Churned
283,1,94.05,Churned
106,1,534.31,Occasional
24,4,1971.87,Occasional
74,4,322.41,Occasional
15,2,328.58,Occasional
157,1,101.1,Churned
43,1,565.46,Occasional
10,2,847.45,Occasional
31,7,1415.65,Occasional
290,1,53.5,Churned
20,4,1116.47,Occasional
332,1,153.9,Churned
17,2,494.44,Occasional
3,23,6675.71,Active valuable
62,2,395.8,Occasional
197,3,211.77,Churned
32,3,658.88,Occasional
0,4,2027.5,Occasional
6,9,1750.92,Occasional
4,6,3450.41,Occasional
9,4,891.21,Occasional
31,5,709.99,Occasional
52,1,109.36,Occasional
11,2,705.79,Occasional
17,9,1540.42,Occasional
18,1,327.3,Occasional
36,2,800.67,Occasional
1,2,479.91,Occasional
17,3,1545.41,Occasional
81,4,1301.91,Occasional
32,2,355.73,Occasional
65,2,466.73,Occasional
8,2,974.96,Occasional
266,1,676.2,Churned
246,3,362.95,Churned
3,4,2157.4,Occasional
60,1,1743.15,Occasional
74,2,643.76,Occasional
89,2,584.5,Occasional
59,3,554.86,Occasional
28,2,302.57,Occasional
322,1,94.36,Churned
52,4,1382.0700000000002,Occasional
269,1,217.89,Churned
1,13,3040.96,Occasional
56,5,1555.34,Occasional
60,5,1482.06,Occasional
153,2,1705.8,Churned
18,2,408.02,Occasional
94,1,303.93,Occasional
0,12,4098.32,Occasional
264,2,293.45,Churned
311,1,177.5,Churned
69,1,443.05,Occasional
301,2,167.25,Churned
18,1,154.35,Occasional
12,10,2079.68,Occasional
35,5,2022.98,Occasional
18,2,211.7,Occasional
53,1,135.99,Occasional
56,1,262.2,Occasional
21,2,126.25,Occasional
43,1,200.27,Occasional
26,3,1051.4,Occasional
44,3,631.12,Occasional
112,6,958.71,Occasional
16,51,34684.4,Active valuable
24,1,346.12,Occasional
190,1,133.56,Churned
301,1,302.7,Churned
1,10,1863.76,Occasional
262,2,241.06,Churned
105,1,284.55,Occasional
56,1,300.85,Occasional
212,3,623.28,Churned
63,1,287.40000000000003,Occasional
27,1,184.26,Occasional
28,7,1511.8,Occasional
5,5,798.35,Occasional
7,5,3640.67,Occasional
66,2,381.2,Occasional
1,3,609.3,Occasional
45,4,654.67,Occasional
33,1,230.51,Occasional
0,2,168472.5,VIP
135,1,255.91,Occasional
197,1,182.99,Churned
197,2,707.69,Churned
149,1,311.92,Churned
87,1,266.97,Occasional
44,2,6.9,Occasional
63,7,1841.18,Occasional
98,5,2158.18,Occasional
217,1,208.36,Churned
2,18,3482.74,Active valuable
27,3,811.23,Occasional
177,1,142.92,Churned
73,3,136.0,Occasional
20,4,1422.4,Occasional
19,3,1298.66,Occasional
33,7,1595.96,Occasional
73,1,74.9,Occasional
23,4,625.42,Occasional
51,4,752.77,Occasional
274,1,223.95,Churned
164,3,316.11,Churned
6,7,1810.65,Occasional
87,4,544.3,Occasional
63,7,2494.46,Occasional
24,3,331.0,Occasional
9,2,300.83,Occasional
75,1,769.29,Occasional
15,1,220.62,Occasional
191,1,139.35,Churned
173,2,404.3,Churned
76,1,363.65,Occasional
32,3,498.8,Occasional
46,1,731.5,Occasional
79,4,1351.63,Occasional
296,1,826.53,Churned
2,3,648.26,Occasional
8,3,1599.52,Occasional
49,6,2965.69,Occasional
160,2,100.97,Churned
359,2,365.45,Churned
4,6,400.86,Occasional
106,4,1431.93,Occasional
24,1,465.88,Occasional
31,1,777.6,Occasional
19,2,90.3,Occasional
296,1,363.7000000000001,Churned
371,1,248.1,Churned
21,3,918.33,Occasional
4,4,874.59,Occasional
51,5,1624.14,Occasional
29,1,101.7,Occasional
276,1,162.70000000000002,Churned
60,2,484.32,Occasional
24,2,215.08,Occasional
185,3,1046.57,Churned
1,21,9418.47,Active valuable
1,26,13027.45,Active valuable
171,1,290.36,Churned
80,1,228.06,Occasional
3,1,244.41,Occasional
189,1,455.25,Churned
21,7,1244.59,Occasional
17,3,6748.8,Occasional
18,3,1082.81,Occasional
4,1,593.75,Occasional
109,1,548.12,Occasional
2,4,1388.81,Occasional
53,1,119.62,Occasional
164,1,339.3,Churned
290,2,787.15,Churned
9,10,4034.9,Occasional
108,5,2298.97,Occasional
95,3,922.12,Occasional
242,2,379.73,Churned
162,12,5719.82,Occasional
41,3,837.1,Occasional
34,2,285.89,Occasional
66,7,3313.79,Occasional
23,2,281.85,Occasional
0,20,8338.49,Active valuable
26,2,841.41,Occasional
5,2,511.12,Occasional
53,1,1077.74,Occasional
363,1,173.7,Churned
14,5,614.66,Occasional
193,2,865.6,Churned
2,1,124.2,Occasional
14,10,3738.4,Occasional
26,3,1421.69,Occasional
126,3,1009.6,Occasional
84,2,663.61,Occasional
70,1,451.44,Occasional
182,1,105.84,Churned
112,1,313.62,Occasional
373,1,233.45,Churned
79,2,936.08,Occasional
248,1,463.95,Churned
231,1,225.15,Churned
70,3,459.24,Occasional
68,1,213.5,Occasional
3,16,4113.68,Active valuable
50,3,330.03,Occasional
74,1,181.09,Occasional
60,1,360.16,Occasional
15,2,250.15,Occasional
3,1,90.04,Occasional
285,1,145.05,Churned
3,6,813.52,Occasional
40,1,242.7,Occasional
35,1,528.08,Occasional
74,2,482.47,Occasional
17,14,3347.71,Occasional
14,7,5493.46,Occasional
218,1,75.66,Churned
185,1,129.49,Churned
32,4,1187.66,Occasional
69,1,618.59,Occasional
182,1,506.19,Churned
14,2,500.42,Occasional
235,1,151.85,Churned
